如何创建企业的.com构架	4	中国计算机用户	2000	2000年18期	<正> 传统企业通过上网应用电子商务将增强优化经营与供应链的效率,实现持久的竞争优势。为了实现上述优势,就需要创建一种dot-com构架。 dot-com构架的作用 准确地讲,dot-com构架是什么?这是为了以高质量、高可靠性和高可预测性,通过网络向最终用户交付服务而创建和部署的技术框架。 为什么需要创建dot-com构架呢?因为传统系统和传统架构已不适应互联网时代需求的高可靠、高度可伸缩以及高度可	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018039&dbname=CJFD9902
电子商务时代的IT产业	4	中国计算机用户	2000	2000年20期	<正> 今天,我们翻开任何一张报纸,都能看到有关电子商务的报道、广告,专做电子商务的网站—B2C、B2B、C2B、C2C形形色色,令人眼花缭乱,传统企业不甘被时代抛下,纷纷“e”化,我们似乎真的进入了一个全新的电子商务时代。 然而,什么是真正的电子商务呢?迄今为止,并没有一个完整的、权威的定义。今天我也并不想试图去给出这样一个定义,因为现在大家对电子商务的理解和所站的角度有很大的差异性,不必强求一致。但比较能为大家一致接受的是:电子商务是利用电子化、信息化手段使得企业能够提高效率。降低成本,提升客户满意度。我们今天的话题就从这里发展开去。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200020007&dbname=CJFD9902
电子商务安全解决方案	4	中国计算机用户	2000	2000年20期	<正> 电子商务对网络安全的挑战 随着网络技术不断成熟,电子商务正作为一种高效率的商务运做方式向传统的商务发起着冲击。然而,由于网络信息安全传输、资源访问控制和网上身份鉴定等安全技术的缺乏,电子商务中在线支付、重要单据和数据的传输以及身份鉴定等重要的电子商务操作程序都无以保证其安全可靠性。所以,网络信息安全问题已成为电子商务发展的瓶颈,广大电子商务企业迫切需要完善的电子商务安全解决方案。 关于电子商务安全,我们必须从两方面来考虑——消费者与企业。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200020032&dbname=CJFD9902
为电子商务保驾护航	4	中国计算机用户	2000	2000年20期	<正> 一、引言 自从九十年代电子商务的概念兴起并迅速推广以来,在世界范围内掀起了一股网络商务信息处理应用的狂潮。许多国家政府部门对电子商务的发展十分重视,把以电子商务为标志的信息化革命与十九世纪以蒸汽机为标志的工业化革命相提并论。 发展电子商务,在开放的网络(Internet)上处理交易,人们关注的焦点是如何保证电子化的贸易方式与传统的基于纸张的贸易方式一样安全可靠。下面分电子商务的安全目标、安全手段和安全协议三个部分对电子商务的安全技术问题进行分析论述。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200020033&dbname=CJFD9902
IT厂商以身试“法”	4	中国计算机用户	2000	2000年21期	当用户谈电子商务的时候,当厂商、媒体推动电子商务的时候,往往都非常看重成功案例。而对于一个真正准备实现电子商务具体环节的企业用户来说,为其服务的IT厂商自身电子商务的建设,是否是最有说服力的成功案例?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021000&dbname=CJFD9902
用电子商务改造传统企业	4	中国计算机用户	2000	2000年21期	<正> Internet从产生至今,只不过经历了短短的三十年左右的时间,却对整个人类社会的生产生活带来了前所未有的巨大影啊。Internet在通讯、娱乐、科学教育、医疗卫生、商业流通、金融保险、军事情报等领域,正在不断地改变着人们的生产、生活方式。 与此同时,电子商务这一新的经济运作模式,为人们开辟了更为广阔的生存空间。通过使用Internet,人们可以获得直正的商业价值,即低成本和高效益,这正是任何一项新技术革命得以发展的最根本动力。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021003&dbname=CJFD9902
天津握手电子商务	4	中国计算机用户	2000	2000年21期	据预测,2000年全球将有1亿台电脑和100万个计算机网络与Internet相联,上网用户达到5亿。此外,世界贸易组织今年初对电子商务发展的预测是,到2002年电子商务交易总值将达3000亿美元。为适应此形式的发展,我国天津市重点抓了电子商务总体框架的规划与起草,开展了2000年电子商务重点任务“11511”的建设。目前,天津市由政府、社会和企业自筹用于电子商务上的投资已达到2.1亿元。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021016&dbname=CJFD9902
政府推动是支点	4	中国计算机用户	2000	2000年21期	<正> 作为一种新型的商务交易活动,电子商务是推动未来经济增长的关键动力,并使其超越了作为一种新的贸易形式所具有的价值。电子商务为经济带来了巨大的发展机遇,它突出的表现是打破时空的界限,增加贸易机会,简化贸易流程,改变贸易形态,加速整个社会的商品流通,降低企业生产成本,并造就新的商业活动、新的市场,创造出新的消费需求、新的就业机会。所以,电子商务将极大地改变现在商务模式,带动经济结构的变革。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021017&dbname=CJFD9902
企业门户解决方案	4	中国计算机用户	2000	2000年21期	<正> 企业电子商务新的发展方向——企业门户 随着互联网的迅猛发展和广泛采用,企业的商业运作方式已开始出现革命性的变化:大量企业正迅速从传统的商务运转方式转向用电子方式把遍布全球的客户与供应商联系起来——电子商务将成为企业主要的业务运作方式。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021028&dbname=CJFD9902
电子商务离你有多远	4	中国计算机用户	2000	2000年21期	<正> 电子商务已经渐渐渗入了社会大众的日常生活,我们当中的很多人已经在享受它所带来的乐趣。当然,电子商务不仅仅是在Inerne上浏览、收发电子邮件、通过互联网进行商品交易,电子商务的内涵非常丰富,包括企业竞争、政府部门和公共机构、教育以及娱乐等方面改变人类相互交往的方式。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021029&dbname=CJFD9902
电子商务必不可少的两步	4	中国计算机用户	2000	2000年21期	<正> 笔者认为企业建立和实现电子商务中有两步至关重要。首先,要建立最广泛的企业电子邮件系统。这样一来,领导向各部门传达意见,各部门向上级汇报工作,职员之间相互联系就不必要依赖电话和传真,或开会的形式了。电子邮件	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021030&dbname=CJFD9902
隐私与电子商务	4	中国计算机用户	2000	2000年21期	<正> 电子商务的飞速发展,网上交易额的激增,使得网络的安全性也日益引人关注,特别是在许多国家相继发生计算机网络被非法入侵并造成重大损失的事件后,网络隐私、安全及所有权对于电子商务的发展与成功至关重要这一观点已越来越成为广大厂商与消费者的共识。发表于99年	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021033&dbname=CJFD9902
传统产业如何开展电子商务	4	中国计算机用户	2000	2000年22期	<正> 日前在北京举行的“中国企业电子商务论坛”上,与会的业内专家强烈呼吁:发展电子商务是缩短国内企业与国外企业差距的一个最有效的手段,我国企业可以由此同发达国家真正站在一个起跑线上,变我国在市场经济轨道上后发劣势为后发优势,因此中国企业,尤其是中小企业一定要抓住这个千载难逢的机遇！相反,如果失去这个机会,国内企业与国外企业差距将进一步拉大,我国	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200022047&dbname=CJFD9902
网络银行家的苦衷	4	中国计算机用户	2000	2000年23期	网络银行的出现,是一个探索的过程。曾经被视为电子商务瓶颈的支付问题,一度让银行界感受到不轻的压力,而今,这个问题已经不成为瓶颈了,网络银行、电子支付以后的路该怎样走?什么又是电子商务发展的核心问题所在?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023000&dbname=CJFD9902
伴随中国电子商务一起成长	4	中国计算机用户	2000	2000年23期	西部开发+电子商务+联想=?也许很多人想知道其中的答案。联想的“推动因特网,龙腾新世纪”给出了我们这个算式的答案。电子商务不是一步就能实现,在中国,它的路还很长,联想要做的,就是:	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023010&dbname=CJFD9902
电子商务对金融业之影响	4	中国计算机用户	2000	2000年23期	随着信息技术和互联网的发展,电子商务已成为当今信息时代重要的发展趋势。对于国民经济的许多部门来说,电子商务已经成为未来发展的紧迫需要。在这场信息化革命的浪潮中,中国电子商务近年来也取得了迅速的发展,并对金融业产生了深远的影响。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023023&dbname=CJFD9902
定位准 技术新 目标远——北海银河电子商务有限公司李勇总经理谈“2000e网”建设经验	4	中国计算机用户	2000	2000年23期	<正> 作为一家高科技上市公司,北海银河高科技产业股份有限公司经过多年的发展,已经形成了以新型电子元器件、电力系统自动化和计算机信息网络三大支柱产业的格局,且颇具规模。为了适应电子商务发展的需求,银河高科技公司与第一亚洲风险基金有限公司和中国信息产业部电子信息中心合作,共同建设“2000e网”,使其成为中国第一家面向电子行业、最具潜力、国际一流的BtoB电子商务专业网站。定位准 据北海银河电子商务有限公司李勇总	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023028&dbname=CJFD9902
端到端的成功	4	中国计算机用户	2000	2000年23期	化学公司Sigma-Aldrich赢得了NetworkWorld 2000年度“电子商务革新者”奖。公司的CIO Larry Blazevich认为,自己的公司是少有的几个将前端的网上销售与后端的订单处理系统完全给合起来的公司之一,这也是该公司能够得到这一奖项的主要原因。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023037&dbname=CJFD9902
网络营销,电子商务切入点	4	中国计算机用户	2000	2000年23期	<正> 网络营销火起来 互联网连接着数以亿计的网民和数以百万计的上网企业,这使它成为一个庞大的蕴含着丰富商机的消费市场和营销渠道,忽视这个客观的现实存在的消费市场和营销渠道,就意味着市场商机的巨大损失。然而,当电子商务网站越来越多,当B—B、B—C、C—C等形形色色的商业模式被爆炒一遍以后,人们发现,大多数企业还是没有上网,电子商务交易额仍然少得可怜,中国电子商务遭遇困境。寻找一条适合国情的发展道	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023039&dbname=CJFD9902
我为什么投资中国网站?	4	中国计算机用户	2000	2000年23期	6月13日,IDG全球总裁麦戈文先生来到北京,为继续注资当当进行实地考察,同时也为IDG在国内的两个网站投资意向做一些准备工作。在接受记者采访时,麦戈文先生饶有兴趣地向记者透露了IDG以及他个人对选择投资中国电子商务网站的一些“内幕”。下面这篇文章就是基于对麦戈文先生的采访录音整理而成的。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023040&dbname=CJFD9902
电子商务看上去很美	4	中国计算机用户	2000	2000年24期	在网络经济时代,企业的经营已不仅仅是一时一地之事,而是要满足全球化经营的需要,走进电子商务已是企业不可回避的现实。可是在中国,多数传统企业却仍在静观其变,无所动作。那么,企业究竟需要什么样的电子商务?在网络经济大潮即将到来之前,他们在做什么?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200024000&dbname=CJFD9902
网上下单 事半功倍	4	中国计算机用户	2000	2000年24期	<正> 作为中国最大的电脑生产厂商,联想电脑的销售渠道可谓是遍及全国各地,而其同各地代理商或者分销商之间业务联系的及时化、规范化和快速化就成了联想电脑发展时所要面对的问题。在今天,联想更加需要在其和各地的代理、分销商之间建立一种系统,这种系统的目的就是要简化联想和他们之间的那种庞大的业务联系处理过程。联想电子商务的发展历程 为了给大家一个完整的印象,我们首	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200024033&dbname=CJFD9902
门户网站解决方案	4	中国计算机用户	2000	2000年24期	<正> 企业为了迎接全球电子商务浪潮的到来,不论是采用B—C还是B—B的电子商务模式,首先都要建立一个“窗口”,通过这个窗口,把客户、合作伙伴和企业的员工联系起来,客户、合作伙伴可以随时了解企业的情况,员工可以不受时空的限制及时了解自己的工作任务,而企业决策者可以随时掌握企业各部门或分公司的生产状况。此窗口有人称之为:“企业信息门户”。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200024035&dbname=CJFD9902
做好了,卖臭豆腐也能挣钱	4	中国计算机用户	2000	2000年24期	<正> 中国市场有很多新的网站,每一个网站都做很多东西。当然,象新浪、搜狐,他们本身就定义做很多东西。但有很多新的网站也是什么都做,由此出现的问题是要做的宽,就很难每一项都做得好:新浪的新闻做的好;搜狐的搜索做的好,但他们不可能每项都做的好。因此我们看到网站特别是新网站,可能做的比较肤浅。 而我们做的是:集中把这一件事做好,且做成最好。我们的想法是从个人主页开始,有一些新的技术,在中国还没有见过的,全把它放进去,然后再变成新一代的虚拟社区。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200024038&dbname=CJFD9902
电子商务的服务精髓	4	中国计算机用户	2000	2000年25期	<正> 电子商务的隐痛——无赢利? 随着互联网的发展,电子商务正飞速兴起,在线购物、B2B、B2C已经成为大家谈论的焦点。国内缤纷亮相、精彩登场的电子商务网站如过江之鲫,让人目不暇接、脑不胜记,在各大电子商务网站不断更新本站点的日访问量的同时,多数网站掌门人却有着心中“共同的痛”—网上电子商务不能赢利！ 为什么电子商务发展会出现这样的问题呢?市场潜力不足、硬件平台不完	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200025005&dbname=CJFD9902
绿色商务 浮出水面——邮政电子商务建设规划调查	4	中国计算机用户	2000	2000年25期	<正> 随着计算机、通信技术和现代交通运输网络的快速发展,世界各国邮政的发展将面临新的机遇和挑战。走在新世纪开端的中国邮政将随着我国加入WTO步伐的加快、新技术的应用和市场竞争的日益激烈而面临一系列的挑战:信函受到电话、传真、E-mail的冲击;包裹受到运输业、货运业的影响;汇兑受到转帐业务、划拨业务的影响;报刊业务受到来自自办发行的挑战;速递市场的竞争日趋激烈;邮政储蓄面临政策调整的压力。中国邮政	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200025006&dbname=CJFD9902
网上交易轻松实现——ForBusiness电子商务系统	4	中国计算机用户	2000	2000年25期	<正> 在网上开展电子商务的一个重要基础就是拥有一个强大、稳定的电子商务系统,长期以来国内电子商务系统存在如下问题: 由于商家所销售的商品不同、业务流程各异、功能需求的千差万别等特点,一般的电子商务系统不能适应这种情况。 自身的产品化程度低。 自动化程度低。 功能简陋、用户操作烦琐等等。 北京世纪永联软件技术有限公司开发的电子商务系统For—Business针对各商家	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200025032&dbname=CJFD9902
从“时尚”到“实用”——走出企业电子商务平台误区	4	中国计算机用户	2000	2000年25期	<正> 电子商务涵义及其目标 许多人都在谈中国电子商务的发展的瓶颈问题,那么瓶颈在哪里呢?总体上讲,中国企业信息化、网络化的总体水平太低,商务环境、法律环境、认证、支付、配送也都是制约电子商务发展的因素。但是从企业角度来讲,中国电子商务发展最大的问题是:大部分企业没有理解电子商务的含义,电子商务平台建设急需从“对尚”向“实用”转变。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200025034&dbname=CJFD9902
企业上网等什么?	4	中国计算机用户	2000	2000年26期	<正> 当网络公司在资本市场上接受欢呼的同时,像Intel、Cisco和Dell这样卖硬件的传统企业也通过电子商务捞到了令人震惊的实际利益。Intel公司1999财年网络销售收入105亿美元,占总销售收入的三分之一强。Cisco公司的网络销售收入95亿美元(目前已经超过Intel),占总销售收入的80％;Dell公司的网络销售收入61亿美元,占总销售收入的40％。通过电子商务带来的收入已经是三个硬件巨头的半壁江山。上面的三家公司开展电子商务的成功,就在于他们在一定的时机、一定的环境下率先做了必须做的事情。网络经济的先驱们已走得太远太快。 我们该怎样面对它呢?适应便是唯一的生存之道。所以。对于中国企业来说,不是现在进行不进行电子商务的问题,而是如何迎头赶上的问题。应该立足于现	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200026031&dbname=CJFD9902
又一电子商务“天方夜谭”	4	中国计算机用户	2000	2000年26期	<正> 目前,绝大多数电子商务网站都是从卖方出发。它们传达的信息是:“我有这些东西、你看你想从中买些什么?”。而不是:“你需要买些什么,我去帮你找来”。在国内互联网用户上网费用相对居高不下、带宽受限,上网速度较慢的情况下。纯粹依赖登陆网站通过浏览方式寻找所需商品,无疑会付出超过欧美国家	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200026035&dbname=CJFD9902
Com该咋办	4	中国计算机用户	2000	2000年27期	几个月以前,就在人们还为互联网是新经济的代表,还是泡沫经济的温床争论不休的时候.来自大洋彼岸Nasdaq股市的大跌甚至让那些在一天前还为互联网高唱赞歌的人也险些跌破了眼镜。所有的互联网公司的股票价格狂泻不已,一时间,网站何去何从成为人们谈论网络公司的新主题。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200027024&dbname=CJFD9902
中国电子商务另一“瓶颈”	4	中国计算机用户	2000	2000年27期	<正> 关于中国电子商务发展的“瓶颈”,业内业外已经谈论了很多,但更多的是从法律政策环境、基础设施和技术实现的角度。我想站在探索者和实践者的立场谈三点看法。 第一个我认为中国的市场环境还不够成熟。中国的大多数企业对于发展电子商务还没有足够的紧迫感,对于电子	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200027034&dbname=CJFD9902
电子商务的“食物链”	4	中国计算机用户	2000	2000年28期	<正> 残缺的“商务链” 任何产业的发展,都有一个链、可以称之为“价值链”或者“食物链”,应用于E-commerce,称其为“商务链”。 “美式”电子商务有其得天独厚的优势,因为不存在语言、技术障碍,而且硅谷中细分电子商务市场的公司非常多,因此形成了其完整、平滑、健全的“商务链”。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200028003&dbname=CJFD9902
买一套“电子商务”	4	中国计算机用户	2000	2000年28期	<正> 在现代的商品社会中,如果你要吃鸡蛋不需要自己养一只鸡,如果你要喝牛奶也不需要自己养一只牛,因为你只需掏钱就都可以得到了。今年流行企业建网站,许多公司蜂拥而上,但事实证明投资大,见效慢,那么企业的网站是不是可以委托其它的专业机构来做呢?答案是肯定的,前面讲述的市场规则在IT行业同样适用。在当今企业上网日渐普及而网络基础设施和服务相对薄弱的市场需求下,因特网数据中	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200028035&dbname=CJFD9902
发展电子商务四个步骤	4	中国计算机用户	2000	2000年29期	<正> 发展我国电子商务要以推进B to B业务为重点,从四个方面入手:一要使企业成为主体,二要以专业网为切入点,三要开展同际贸易的网上交易。四要建立面向中小企业的中介服务网。 互联网和电子商务的兴起,不仅改变了传统的经济增长方式,还在改变现有的世界经济格局和贸易体制。目前国际上企业间利用互联网从事的商务活动正急剧增加,电子商务的应用已使许多企业获益。 电子商务可大致分为企业间的业务(B to B)和企业对消费者的业务(B to C)。从国际电子商务发展的实践和潮流看,B to B业务占据	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200029006&dbname=CJFD9902
网上流行家务事——企业电子商务实施之道“一”	4	中国计算机用户	2000	2000年29期	目前微软在全球拥有25,000名员工。所有员工的福利(如退休储蓄,股票认购和优先购股)信息、注册表格、以及相关支持都是通过一个名为HR Web的Intranet动点实现的。HR Web使微软一年就节省了100多万美元,淘汰了200多种纸张表格,邮资和材料费用下降了75％到90％。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200029030&dbname=CJFD9902
客户网上“吃自助”——企业电子商务实施之道(二)	4	中国计算机用户	2000	2000年30期	“思科在线”(CCO-Ciseo Connection Online)既传播了投术,也提高了客户满意度,降低了成本。调查显示,约60％的客户希望借助CCO来获取技术支持,80％以上的客户希望通过它来解决产品和市场问题。CCO的实施,使客户95％的问题得到了及时解决。从1995年起,思科的客户满意率上升了25％。CCO到底是如何发挥其巨大作用的呢?请看:	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200030026&dbname=CJFD9902
“双击”700亿元市场	4	中国计算机用户	2000	2000年31期	当电子商务进入困境时,有人企图创造需求,有人企图找到需求。前者的命运已有倒下的网站作为佐证,后者则正在长途跋涉,但愿他们能够看见新经济的曙光。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200031000&dbname=CJFD9902
十亿美元的背后——企业电子商务实施之道(三)	4	中国计算机用户	2000	2000年31期	英特尔原来的目标是用半年时间。把当时公司通过电话和传真所进行的业务量中的10亿美元转移到互联网上来。实际上,公司只用了15天便达到了这一目标。公司网上业务发展,通过其电子商务系统承接的订单交易额猛增至每月10亿美元。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200031023&dbname=CJFD9902
找准路 迈好步——企业电子商务实施之道(四)	4	中国计算机用户	2000	2000年32期	作为国内著名的IT厂商,长城公司希望真正发挥电子商务提高企业自身核心竞争力的作用。为此,公司成立了电子商务发展部,专门负责规划实施公司自身的电子商务工作。在设计、部署、实施电子商务的过程中,电子商务发展部首先对长城公司的现有运营状况和水平予以准确的评估,确定出当前企业发展的瓶颈和最需要解决的关键问题,然后制订出符合长城业务和未来发展的蓝图,并由此确定出长城发展电子商务的阶段性目标和部暑方案。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200032026&dbname=CJFD9902
信息·支持·服务——企业电子商务实施之道(五)	4	中国计算机用户	2000	2000年33期	作为全球最早拥有CTI产品的厂商,IBM自1998年以其成熟、先进的呼叫中心解决方案引入我国大陆,立即获得多个行业的广泛认可,并在2000年掀起呼叫中心的热潮。其实,IBM引进的不止是呼叫中心的技术,更多的是呼叫中心在国外先进和运营、业务经验,以及客户关系管理的理念。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200033019&dbname=CJFD9902
重组服务结构——企业电子商务实施之道“七”	4	中国计算机用户	2000	2000年35期	为保持市场的竞争力,适应市场的增长和变化,越来越多的公司正在对其信息技术服务的结构进行重组。重组的目的在于获得更高的可靠性、可用性和服务性,获得基础结构的可扩展性,降低拥有成本,为用户提供标准化的环境。对于Sum公司来说,重组已成为其提高内部运行效率、提高服务水平的一项主要措施。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200035023&dbname=CJFD9902
抛开传统上e路	4	中国计算机用户	2000	2000年42期	如今,越来越多的传统企业认为,以网络化、知识管理、全球化为主要特征的新经济已是不可逆转的趋势,电子商务化已成为企业发展的必由之路。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200042011&dbname=CJFD9902
5000万元武汉中百发展电子商务	4	中国计算机用户	2000	2000年43期	<正> 武汉中心百货(集团)股份有限公司前身为解放前的中国国货公司武汉分公司。武汉解放后,成立了武汉中心百货大楼。武汉中百近年积极介入高科技信息业务,公司负责人表示此举是武汉中百拓展高科技信息业务、多元化发展整体规划中的第一步,高科技信息产业是除主业之外的主要拓展方向。 在积极开拓新业务的同时,武汉中百也大力推动自身信息化建设,目前已投资2000多万元,建立了	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200043005&dbname=CJFD9902
电子商务冲击波——感受CA World Asia 2000	4	中国计算机用户	2000	2000年43期	美国的小城新奥尔良不但有著名的爵士乐,还因为成功地举办了六届CA World而成为IT名城。中国的上海被誉为“东方明珠”,首次CA信息技术亚洲展示会(CA World Asia 2000)的召开让明珠的光芒更加璀璨。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200043023&dbname=CJFD9902
电子商务的合身之选	4	中国计算机用户	2000	2000年44期	网络使得资源共享和远程交互得以轻松实现,也使得用户的计算环用户的计算环境发生了巨大变化,传统的PC在网络环境中,逐渐暴露出一些弱点:价格昂贵、难于管理、安全性差和更新换代太快。作为行业用户的你是否考虑过,你所使用的PC还合身吗?一般来说,知识性工作人员,如工程师、设计师、财务分析人员和企业经营人员需要使用功能强大的PC;而事务型工作人员,如咨询人员和行政管理人员则不需要使用强大的系统,对于这部分用户来说,他们所使用的PC还不太合身。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200044035&dbname=CJFD9902
把管理搬到网上——“中小企业电子商务解决方案”之二	4	中国计算机用户	2000	2000年48期	<正> 引言 本刊11月20日《方案求解》栏目介绍了企业如何建立内部网,接下来,本期将要讨论如何把企业内部的应用系统建立起来,如实现办公自动化、财务信息化、业务流程信息化及内部共享平台的建设与管理等。正在准备这部分内容之时,某制造业的企业信息主管王女士打来电话,说她所在单位属于中小企业,正准备要实现电子商务,见到本刊11	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200048029&dbname=CJFD9902
经济巨舰驶向电子商务	4	中国计算机用户	2000	2000年49期	<正> 美国通用电气公司(General Electric,简称GE)成立于1892年,目前在全球100多个国家和地区开展业务,其中包括在26个国家运作的270家生产厂,约有34万员工。1999年GE公司的年营业收入为1100亿美元,纯收入为107亿美元,是全球名副其实的经济巨舰。 1995年时,GE仍然认为自己的全球电子邮件中心和EDI(电子数据交换)商务有发展空间,故而向包括中国在内的各国用户推荐。但互联网的发展速度之快使GE始料未及,它花了30年时间才在42个国家建立了自	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200049025&dbname=CJFD9902
